Customer ID,Recency,Frequency,Monetary,Cluster
13630,5,7,2031.78,2
13631,100,11,3070.42,2
13632,25,8,3645.81,2
13635,68,4,2999.16,2
13636,37,5,949.12,2
13637,52,3,804.3,1
13638,16,1,122.64,1
13639,74,2,1346.27,3
13640,611,1,405.0,0
13641,641,5,1016.47,3
13642,216,4,472.2,3
13643,31,10,2156.77,2
13644,16,4,2624.26,2
13645,120,1,252.1,0
13646,400,2,326.25,0
13647,10,8,3041.68,2
13648,400,8,1764.02,3
13649,257,6,1453.68,3
13650,17,10,3288.0,2
13651,35,3,226.85,1
13652,46,5,2262.05,2
13653,488,1,152.2,0
13655,114,6,2280.51,2
13656,165,4,1078.85,3
13657,11,2,382.14,1
13660,400,1,306.64,0
13661,603,1,325.24,0
13662,86,11,2233.61,2
13663,179,5,2047.51,3
13665,386,3,1711.66,3
13666,60,5,127.9,1
13667,149,1,299.05,0
13669,51,3,413.55,1
13670,75,1,349.7,1
13671,395,1,172.6,0
13672,301,3,419.92,3
13673,19,2,387.44,1
13674,433,1,240.68,0
13675,151,2,486.82,3
13676,539,2,243.9,0
13677,405,2,551.24,3
13678,152,1,232.6,0
13679,494,3,281.26,0
13681,18,4,827.83,1
13682,187,1,59.5,0
13683,458,1,258.6,0
13684,286,4,594.88,3
13685,3,7,3119.44,2
13686,183,3,409.04,3
13688,635,1,375.5,0
13689,63,2,1259.5,1
13690,59,1,172.25,0
13691,396,1,212.78,0
13692,25,5,3114.4,2
13693,374,9,2011.82,3
13695,31,16,2770.73,2
13696,422,3,2020.4,3
13697,39,1,151.3,1
13698,597,2,451.73,0
13699,155,2,764.15,3
13700,26,13,2596.97,2
13701,447,1,161.0,0
13702,446,1,135.18,0
13703,318,2,425.56,0
13704,5,9,2308.06,2
13705,8,7,1717.19,2
13706,303,2,631.17,3
13707,267,5,3365.86,3
13708,271,1,285.33,0
13710,32,3,509.52,1
13711,219,9,1792.26,2
13712,247,2,766.42,3
13713,408,3,740.76,3
13714,465,1,161.35,0
13716,269,1,138.28,0
13717,32,8,1763.3,2
13718,246,2,306.55,0
13719,15,11,2783.08,2
13720,117,4,799.9,3
13721,36,2,741.54,1
13723,217,6,1194.08,3
13724,637,1,213.01,0
13725,50,8,1980.56,2
13726,39,2,1079.66,1
13727,29,8,1074.15,2
13728,37,16,2855.17,2
13729,436,3,724.73,3
13730,136,2,752.6,3
13731,219,2,610.59,3
13732,28,1,491.86,1
13733,411,2,487.03,3
13736,5,7,2752.47,2
13737,200,1,339.6,0
13738,396,1,434.78,0
13739,18,2,292.2,1
13740,241,5,1582.77,3
13741,72,3,668.43,1
13742,17,12,3107.87,2
13743,3,7,1341.6,2
13744,95,2,1080.52,3
13745,162,2,777.36,3
13746,414,1,176.69,0
13747,374,2,169.8,0
13748,96,9,2064.35,2
13750,54,11,3602.18,2
13751,288,1,296.25,0
13752,124,7,1579.83,2
13753,288,4,2094.57,3
13754,152,3,447.05,3
13755,4,9,2108.06,2
13757,675,1,195.55,0
13759,33,2,659.41,1
13760,54,5,1363.64,2
13761,50,6,1952.17,2
13762,219,5,2472.48,3
13764,71,6,2919.62,2
13765,653,1,352.82,0
13766,495,1,190.35,0
13768,727,2,875.97,3
13770,422,4,785.37,3
13772,34,8,3100.02,2
13773,397,2,301.54,0
13774,82,1,345.0,0
13775,591,1,1049.66,3
13776,428,2,623.98,3
13778,103,4,1124.49,3
13779,516,1,161.13,0
13780,7,3,732.07,1
13781,251,3,778.83,3
13782,13,13,1786.08,2
13783,488,4,1542.09,3
13784,10,14,2910.23,2
13785,429,4,542.49,3
13786,367,6,3127.99,3
13787,76,6,1222.5,2
13788,505,1,3.75,0
13789,388,1,239.46,0
13790,4,1,348.8,1
13791,128,2,1516.0,3
13792,66,3,383.95,1
13793,647,1,96.0,0
13794,547,1,126.03,0
13795,388,4,836.3,3
13796,499,1,289.7,0
13797,437,3,1179.45,3
13799,117,9,2803.57,2
13800,310,3,1679.56,3
13801,67,1,324.8,1
13803,255,3,1338.91,3
13804,31,9,3161.12,2
13805,52,2,924.6,1
13806,64,1,256.38,1
13807,367,3,422.2,3
13808,6,5,1747.66,2
13809,305,3,679.7,3
13810,29,3,1499.01,1
13811,184,3,814.5,3
13812,42,3,539.0,1
13813,40,8,2765.47,2
13814,92,3,2257.32,3
13816,24,2,571.67,1
13817,29,2,382.98,1
13818,430,1,61.28,0
13819,302,6,2642.35,3
13820,418,3,652.75,3
13821,145,6,1379.08,3
13822,6,2,632.0,1
13823,19,7,3403.45,2
13824,33,12,3314.76,2
13825,622,2,255.59,0
13826,176,1,189.5,0
13827,58,3,409.8,1
13828,22,1,209.49,1
13829,421,1,102.0,0
13830,582,1,156.85,0
13832,19,2,609.89,1
13833,159,2,700.41,3
13834,577,2,324.19,0
13835,25,7,1095.27,2
13836,399,2,620.37,3
13837,212,2,266.59,0
13838,6,10,1690.07,2
13839,486,1,139.95,0
13840,416,1,651.4,0
13841,253,1,85.0,0
13843,381,1,319.75,0
13844,11,1,361.62,1
13845,65,1,312.98,1
13846,25,4,1307.79,2
13847,720,1,310.72,0
13848,92,8,3015.0,2
13849,52,5,3469.3,2
13850,129,1,1595.48,3
13852,611,1,187.35,0
13853,57,1,1090.14,1
13855,501,4,1310.34,3
13856,169,11,1142.03,2
13857,393,6,1001.01,3
13858,57,1,216.17,1
13859,326,2,515.86,3
13860,1,5,1245.9,2
13861,429,2,273.26,0
13862,18,9,2556.09,2
13863,248,4,1239.55,3
13864,387,1,662.4,0
13865,58,4,501.56,1
13866,74,1,145.67,0
13867,31,3,1005.09,1
13868,7,2,3192.54,1
13872,527,3,919.57,3
13873,120,8,1038.92,2
13874,358,7,2049.15,3
13876,64,1,122.7,0
13877,86,3,449.68,1
13878,55,4,2416.9,2
13879,646,1,395.5,0
13882,3,5,1191.13,2
13884,7,10,1825.03,2
13885,189,2,506.8,3
13886,71,1,243.56,0
13887,204,1,349.55,0
13888,120,7,2001.59,2
13889,93,6,1991.23,2
13890,1,14,2927.38,2
13891,378,3,859.21,3
13892,27,6,1267.65,2
13893,298,1,821.1,3
13894,24,3,564.62,1
13896,626,1,388.55,0
13897,50,3,1160.72,1
13898,326,2,686.4,3
13899,16,2,388.52,1
13900,183,6,1610.59,3
13903,400,1,165.45,0
13904,37,2,332.64,1
13905,733,1,312.65,0
13906,409,1,42.0,0
13907,692,1,136.8,0
13908,80,4,2369.55,2
13909,423,2,282.85,0
13912,424,1,124.95,0
13913,507,1,42.22,0
13914,12,2,626.45,1
13915,394,1,70.8,0
13916,464,4,1275.81,3
13917,50,2,272.04,1
13918,50,2,1212.84,1
13919,59,4,1360.68,2
13920,432,4,1774.68,3
13921,402,4,730.7,3
13922,352,3,865.2,3
13923,54,1,351.13,1
13924,2,6,1838.85,2
13925,93,4,678.25,3
13926,23,1,223.85,1
13927,75,2,708.26,1
13928,11,4,464.57,1
13929,169,11,3494.1,2
13930,58,2,337.34,1
13932,295,1,307.4,0
13933,109,2,608.79,3
13934,264,1,922.1,3
13936,180,3,939.66,3
13937,169,2,880.13,3
13938,35,1,71.66,0
13939,23,7,1560.96,2
13940,17,4,839.14,1
13942,535,1,320.0,0
13943,578,1,246.54,0
13944,653,1,200.43,0
13945,395,2,854.15,3
13946,79,6,1876.23,2
13947,65,1,90.6,0
13948,361,4,548.76,3
13949,3,6,2427.32,2
13950,11,4,745.06,1
13951,176,3,674.45,3
13954,2,2,439.92,1
13955,154,3,544.07,3
13956,5,5,1019.27,2
13957,418,3,458.25,3
13959,79,6,1064.77,2
13960,21,2,230.22,1
13961,392,1,538.4,0
13962,22,3,362.8,1
13964,387,2,438.9,0
13965,477,3,996.61,3
13966,435,1,384.26,0
13967,146,2,166.3,0
13968,423,1,123.66,0
13970,386,2,846.55,3
13972,71,2,190.25,1
13973,287,1,264.7,0
13974,49,2,677.72,1
13976,207,4,1192.36,3
13977,411,1,519.81,0
13978,15,2,196.79,1
13979,73,7,3379.93,2
13980,60,5,768.82,2
13981,416,1,331.14,0
13982,39,9,3954.29,2
13984,27,12,1893.8,2
13986,17,1,320.46,1
13987,380,2,682.54,3
13989,66,5,2026.06,2
13990,213,1,311.3,0
13991,12,6,852.88,2
13992,30,3,219.5,1
13994,4,6,2274.14,2
13995,15,14,3902.01,2
13996,386,2,895.76,3
13997,519,3,376.46,3
13998,447,3,566.7,3
14000,211,5,2046.34,3
14002,134,2,529.73,3
14003,733,1,209.41,0
14005,10,5,2874.72,2
14006,116,7,2196.67,2
14007,513,1,79.48,0
14008,432,1,509.04,0
14009,198,3,1099.91,3
14010,565,2,445.15,0
14011,480,2,457.82,0
14012,278,1,328.8,0
14013,110,5,1084.57,3
14014,77,3,1948.21,3
14015,53,1,917.34,1
14017,571,1,229.75,0
14018,645,1,367.15,0
14019,47,3,1421.61,1
14020,17,4,1249.01,2
14021,155,7,1716.58,2
14022,225,2,792.15,3
14023,7,2,584.07,1
14024,122,3,645.74,3
14026,471,2,713.11,3
14027,61,1,104.82,0
14029,63,2,467.66,1
14033,555,1,109.44,0
14034,22,3,648.89,1
14035,29,9,2794.75,2
14036,285,1,626.65,0
14037,176,6,836.95,3
14038,78,5,3069.88,2
14039,33,2,267.28,1
14041,266,1,141.41,0
14042,725,1,431.98,0
14043,491,2,302.6,0
14044,27,10,3077.7,2
14046,284,1,154.99,0
14047,9,14,3968.11,2
14048,305,3,748.69,3
14050,32,2,746.36,1
14052,20,2,466.66,1
14053,124,4,572.3,3
14054,65,1,92.46,0
14055,106,3,1520.96,3
14058,463,2,469.19,0
14059,267,1,183.6,0
14061,507,3,917.43,3
14064,29,15,3260.24,2
14065,389,3,891.02,3
14066,267,1,152.55,0
14067,64,2,374.7,1
14068,320,4,1516.72,3
14069,515,2,225.81,0
14070,685,1,321.6,0
14071,4,8,1437.57,2
14072,667,1,390.85,0
14073,32,1,151.04,1
14074,623,1,219.4,0
14075,5,6,1734.87,2
14076,129,1,118.67,0
14077,41,6,615.08,2
14078,102,9,1553.47,2
14079,125,2,618.73,3
14080,33,5,1115.68,2
14082,365,2,413.36,0
14083,4,11,1082.19,2
14084,512,1,150.5,0
14086,463,1,39.95,0
14087,3,3,829.47,1
14089,57,1,158.75,0
14090,325,1,76.32,0
14093,12,1,433.86,1
14094,440,1,311.77,0
14095,723,1,2.95,0
14097,481,2,422.86,0
14098,37,1,147.35,1
14100,138,1,191.95,0
14102,5,5,1105.88,2
14104,155,5,743.53,3
14106,737,1,214.8,0
14108,31,4,1044.96,2
14109,73,1,144.2,0
14111,14,4,692.85,1
14114,274,7,1364.09,3
14115,502,2,622.67,3
14116,20,5,1382.74,2
14117,144,1,90.0,0
14118,429,1,458.45,0
14119,376,2,183.37,0
14121,4,4,2780.15,2
14122,406,3,362.42,3
14123,733,1,436.18,0
14124,84,1,419.58,1
14125,11,3,2720.63,2
14126,8,4,1172.46,2
14127,123,6,1900.08,2
14128,61,3,924.21,1
14129,2,9,2591.34,2
14130,319,4,1858.77,3
14131,649,1,168.22,0
14132,2,11,3586.03,2
14133,130,4,911.14,3
14136,401,5,1570.81,3
14137,696,1,332.7,0
14138,2,2,965.88,1
14139,46,4,1086.8,2
14140,4,2,935.05,1
14141,3,4,915.13,1
14142,373,2,671.34,3
14143,134,1,115.8,0
14144,486,1,30.6,0
14147,78,9,2590.2,2
14148,234,2,466.29,3
14149,221,1,446.62,0
14150,36,2,658.64,1
14151,673,2,679.45,3
14152,75,7,1997.34,2
14153,483,1,233.4,0
14155,266,1,118.75,0
14157,20,5,978.69,2
14158,40,1,507.66,1
14161,216,7,2996.93,2
14162,174,2,289.36,0
14163,87,5,2594.62,2
14164,71,2,1631.77,3
14165,276,1,120.44,0
14166,505,2,251.15,0
14167,39,8,1274.29,2
14168,421,2,370.45,0
14169,431,2,621.51,3
14170,375,3,570.18,3
14171,98,2,498.79,1
14172,605,3,369.02,3
14173,11,6,586.0,2
14174,33,1,134.46,1
14176,297,5,756.46,3
14177,86,13,2209.69,2
14178,9,7,1600.26,2
14179,41,2,701.57,1
14181,411,2,308.35,0
14182,444,4,678.77,3
14183,411,2,278.34,0
14184,67,1,452.89,1
14185,331,1,197.65,0
14186,427,5,1550.63,3
14187,474,1,123.5,0
14188,31,6,2054.36,2
14190,666,1,79.9,0
14192,388,1,293.74,0
14193,68,3,1210.19,3
14195,202,6,2615.6,3
14196,107,1,335.52,0
14197,411,1,390.05,0
14198,18,9,1569.73,2
14199,218,4,1091.7,3
14200,617,1,379.2,0
14201,60,10,1193.54,2
14202,381,3,847.76,3
14203,397,1,339.34,0
14204,2,4,1024.83,1
14205,17,9,2414.2,2
14206,239,3,1185.01,3
14207,688,1,157.8,0
14208,95,2,567.05,1
14212,90,2,2190.14,3
14213,405,1,1192.2,3
14214,31,5,1004.38,2
14215,12,9,3250.33,2
14216,3,5,2150.04,2
14218,43,1,169.48,1
14219,4,3,633.83,1
14220,247,4,1515.0,3
14222,177,1,683.17,0
14223,92,3,991.13,3
14224,110,9,1841.71,2
14225,435,4,2031.07,3
14226,29,6,2985.13,2
14228,438,3,745.5,3
14229,52,7,2594.04,2
14230,436,3,979.8,3
14231,184,4,1235.62,3
14232,43,5,2048.07,2
14233,49,7,2904.27,2
14234,22,4,754.12,1
14236,81,5,1555.34,2
14237,373,2,471.14,3
14238,326,3,434.23,3
14240,30,3,1247.49,1
14241,184,2,333.7,0
14242,235,2,280.55,0
14244,661,1,366.42,0
14245,220,2,1693.45,3
14246,111,3,1474.06,3
14247,278,5,753.56,3
14248,318,3,1032.95,3
14250,7,3,1904.05,2
14251,2,5,2879.7,2
14252,381,1,350.99,0
14253,493,2,363.4,0
14254,433,1,601.03,0
14255,546,1,1000.63,3
14256,260,5,2460.79,3
14259,142,1,120.0,0
14260,471,3,824.28,3
14261,51,2,1163.45,1
14262,8,8,2618.23,2
14263,423,1,322.93,0
14264,155,6,1517.36,3
14265,109,4,1373.35,3
14266,428,1,40.56,0
14267,163,3,1516.24,3
14268,471,1,354.85,0
14269,439,1,295.73,0
14270,332,1,492.65,0
14271,226,2,214.18,0
14272,74,4,920.81,3
14273,51,4,559.97,1
14274,686,1,256.6,0
14275,396,6,1189.38,3
14276,99,7,2102.68,2
14278,410,1,205.83,0
14279,521,2,191.86,0
14280,197,1,134.04,0
14281,408,1,245.15,0
14283,463,4,628.44,3
14284,31,3,1299.65,1
14285,21,8,3284.42,2
14287,8,3,176.63,1
14288,213,1,426.6,0
14289,9,6,911.26,2
14293,3,9,2903.01,2
14294,407,1,375.34,0
14295,40,5,2362.91,2
14296,421,2,456.4,0
14297,18,4,1305.33,2
14300,19,1,43.2,1
14301,117,4,1992.18,3
14302,431,3,742.9,3
14303,407,2,277.94,0
14304,223,3,1725.01,3
14305,71,3,1858.96,3
14306,51,6,3151.4,2
14308,549,2,1147.02,3
14309,8,11,3780.81,2
14310,433,1,492.1,0
14311,243,2,516.45,3
14312,47,11,3090.29,2
14314,107,2,229.8,0
14315,45,8,3197.82,2
14316,422,5,1370.34,3
14317,65,1,508.58,1
14318,460,1,158.02,0
14319,424,1,494.85,0
14320,207,5,1346.75,3
14321,11,7,2218.06,2
14322,429,4,474.1,3
14323,115,2,605.06,3
14324,410,2,701.61,3
14325,570,1,245.48,0
14326,242,3,940.98,3
14327,163,6,1894.93,3
14328,438,1,445.05,0
14330,624,1,200.63,0
14331,124,2,462.66,3
14332,23,5,1917.41,2
14333,68,1,415.2,1
14335,16,2,454.86,1
14336,17,4,1614.91,2
14338,161,3,928.1,3
14339,243,2,620.27,3
14340,219,1,134.7,0
14342,21,6,918.44,2
14343,421,4,1079.66,3
14345,39,1,108.98,0
14346,121,5,2315.75,3
14347,737,1,82.6,0
14348,260,1,409.57,0
14349,10,1,133.5,1
14350,274,3,972.03,3
14351,165,1,51.0,0
14352,157,4,1078.96,3
14353,215,3,376.5,3
14354,6,2,163.62,1
14355,366,3,840.05,3
14356,80,2,701.23,1
14357,43,1,225.12,1
14358,389,2,400.06,0
14359,19,3,912.18,1
14360,32,4,2118.03,2
14361,579,1,214.71,0
14362,22,1,151.5,1
14363,402,2,227.47,0
14364,109,8,3717.35,2
14365,395,2,634.68,3
14366,525,1,136.0,0
14368,320,1,155.0,0
14369,642,2,469.13,0
14370,451,6,1175.78,3
14371,295,1,100.5,0
14372,443,2,860.08,3
14373,358,1,76.55,0
14374,541,1,108.0,0
14375,185,3,1106.82,3
14376,683,1,215.46,0
14377,191,2,617.05,3
14378,622,1,131.25,0
14379,44,4,1265.16,2
14380,682,1,48.96,0
14381,52,2,625.94,1
14382,26,2,1193.63,1
14383,38,3,1247.69,1
14384,501,1,58.5,0
14385,9,3,202.11,1
14386,297,1,142.4,0
14387,33,3,1727.6,1
14389,65,5,1898.01,2
14391,577,1,135.6,0
14392,432,1,266.4,0
14393,218,1,67.95,0
14394,565,1,93.8,0
14396,65,7,1969.38,2
14398,401,2,707.79,3
14399,394,8,2108.21,3
14400,149,3,1732.47,3
14402,652,1,285.6,0
14403,130,6,1880.51,2
14404,34,13,2724.13,2
14405,387,1,195.0,0
14406,119,1,156.75,0
14407,107,6,2157.73,2
14409,71,9,3427.29,2
14410,92,11,2631.9,2
14411,311,1,1063.0,3
14412,43,3,1426.19,1
14413,362,4,764.52,3
14414,92,8,2399.33,2
14416,22,2,490.22,1
14417,388,1,524.65,0
14418,4,3,1937.25,2
14419,11,7,1254.64,2
14420,99,4,1639.17,3
14421,57,6,2469.37,2
14423,218,3,916.61,3
14424,18,1,322.08,1
14425,435,3,661.39,3
14427,50,4,1263.52,2
14428,7,5,1224.06,2
14429,404,1,516.28,0
14430,512,3,1220.9,3
14431,303,4,2614.2,3
14432,10,6,2248.5,2
14433,466,1,280.7,0
14434,22,6,1372.8,2
14435,502,1,90.42,0
14436,99,2,271.7,0
14437,366,5,873.34,3
14438,306,1,131.9,0
14443,54,5,2082.97,2
14444,456,1,120.44,0
14445,456,1,221.65,0
14446,1,5,1200.28,2
14447,19,6,1711.73,2
14448,9,2,375.35,1
14449,19,8,2230.96,2
14450,181,7,1128.44,3
14451,60,12,3258.68,2
14452,11,4,658.95,1
14453,190,1,119.93,0
14454,376,5,977.3,3
14455,432,4,617.72,3
14456,5,9,3017.28,2
14457,311,1,113.64,0
14458,381,1,228.07,0
14460,110,9,1093.5,2
14462,66,12,2242.81,2
14463,98,4,786.57,3
14464,568,2,111.0,0
14465,247,11,3925.85,2
14467,18,12,2203.24,2
14468,734,1,204.24,0
14469,416,4,2093.46,3
14470,12,3,712.04,1
14471,591,2,400.95,0
14472,104,9,2118.72,2
14473,74,2,234.34,1
14474,46,2,1258.89,1
14475,72,4,1151.15,3
14476,257,1,193.0,0
14477,20,7,1969.6,2
14478,382,4,1276.66,3
14479,254,4,1124.71,3
14480,11,4,1299.52,2
14481,165,5,2284.69,3
14483,282,2,257.1,0
14484,50,4,1070.98,2
14485,39,1,162.8,1
14486,512,2,175.5,0
14487,27,7,1266.27,2
14488,68,1,1064.28,1
14489,207,4,1574.93,3
14490,406,2,1273.47,3
14491,175,2,340.93,0
14492,430,7,1921.91,3
14494,26,3,401.46,1
14495,51,3,174.8,1
14496,312,7,2363.89,3
14497,309,2,697.06,3
14498,43,10,3900.83,2
14499,26,7,2101.79,2
14500,88,3,356.85,1
14501,184,2,251.21,0
14502,20,11,2429.83,2
14503,3,6,3543.26,2
14504,47,4,673.26,1
14506,17,7,2960.25,2
14507,24,11,3216.74,2
14508,22,5,822.92,2
14509,534,1,110.95,0
14510,376,3,979.85,3
14511,11,5,1314.81,2
14512,188,7,1215.97,3
14513,101,6,788.01,3
14515,18,12,3724.06,2
14516,516,1,151.17,0
14517,33,2,330.45,1
14518,64,1,174.37,0
14519,684,2,203.14,0
14520,2,2,270.6,1
14521,491,1,199.45,0
14522,24,8,1748.42,2
14523,108,1,241.09,0
14524,32,13,2909.86,2
14526,389,1,258.65,0
14528,37,1,364.22,1
14529,60,3,578.61,1
14531,480,1,376.34,0
14532,236,11,3845.78,2
14533,25,11,3466.37,2
14536,260,1,170.95,0
14537,58,2,641.4,1
14538,65,5,1370.84,2
14539,16,2,537.48,1
14540,10,11,3709.64,2
14541,59,14,2491.38,2
14542,186,1,103.25,0
14544,24,3,2938.53,2
14545,674,1,349.25,0
14547,4,8,3974.75,2
14548,151,9,2541.29,2
14549,311,4,913.6,3
14550,11,4,1345.06,2
14551,18,7,878.09,2
14552,152,3,507.93,3
14553,19,9,1818.6,2
14554,10,4,2279.49,2
14555,57,6,2304.03,2
14556,596,3,815.69,3
14557,85,1,788.38,1
14558,654,3,655.5,3
14559,390,1,75.6,0
14561,76,3,1080.76,3
14563,510,2,640.54,3
14564,435,2,2605.62,3
14565,96,5,3859.22,2
14567,57,2,1530.36,1
14568,435,1,919.7,3
14569,1,4,597.33,1
14570,281,3,613.75,3
14571,425,1,160.0,0
14573,180,13,2163.12,2
14574,733,1,143.7,0
14575,488,1,420.22,0
14576,372,1,35.4,0
14577,13,7,1364.15,2
14578,3,1,168.63,1
14579,432,1,105.56,0
14580,518,1,14.85,0
14581,17,2,409.65,1
14582,41,1,114.11,0
14583,6,8,1660.29,2
14584,169,8,1738.16,2
14585,50,5,1143.27,2
14586,277,1,237.36,0
14587,19,9,1580.29,2
14588,578,1,135.39,0
14589,372,1,39.75,0
14591,15,4,1320.21,2
14592,35,3,557.94,1
14593,22,12,3665.53,2
14594,7,2,363.33,1
14595,20,8,2164.45,2
14596,627,1,222.22,0
14597,11,6,2184.63,2
14598,44,2,384.04,1
14599,390,2,457.89,0
14600,306,2,865.17,3
14601,11,1,213.96,1
14602,656,1,205.36,0
14603,275,1,660.0,0
14604,633,1,143.86,0
14605,374,4,921.56,3
14608,4,11,3352.94,2
14609,72,10,1486.2,2
14610,396,2,24.35,0
14611,444,2,604.33,3
14612,415,1,877.7,3
14613,680,1,76.32,0
14614,386,1,295.13,0
14615,394,5,951.76,3
14616,243,5,527.78,3
14617,403,2,190.47,0
14618,9,7,1342.32,2
14619,246,2,1291.24,3
14620,206,2,412.78,0
14621,1,9,3000.57,2
14622,185,1,320.58,0
14623,32,10,2016.98,2
14624,57,6,814.07,2
14627,379,1,462.75,0
14628,91,5,1998.0,2
14629,4,2,955.26,1
14630,484,1,338.65,0
14631,51,6,2025.69,2
14632,263,1,114.56,0
14633,266,1,344.9,0
14634,438,4,2124.46,3
14635,454,1,215.22,0
14636,36,2,609.85,1
14637,677,1,106.68,0
14638,51,1,443.6,1
14640,24,10,3649.36,2
14641,22,1,110.46,1
14642,59,1,96.12,0
14643,170,5,1679.89,3
14644,68,7,2247.72,2
14645,157,3,876.89,3
14647,201,2,506.04,3
14649,5,9,3651.19,2
14650,589,1,62.5,0
14651,67,9,2025.52,2
14652,77,1,114.18,0
14653,1,12,3593.06,2
14654,738,1,246.86,0
14655,8,7,3878.51,2
14656,169,5,790.0,3
14657,18,6,1450.19,2
14658,5,2,247.15,1
14659,9,9,2529.93,2
14660,87,2,285.74,1
14661,27,1,107.95,1
14662,29,7,1376.43,2
14663,430,2,490.6,3
14664,20,2,636.24,1
14665,61,7,2749.65,2
14666,24,1,195.25,1
14668,445,1,111.63,0
14669,242,7,3216.78,3
14670,280,3,583.33,3
14671,549,2,1127.45,3
14672,235,4,1113.14,3
14673,3,7,3037.32,2
14674,509,1,173.66,0
14675,16,2,1015.58,1
14677,593,1,184.91,0
14678,579,1,403.39,0
14679,382,3,1289.44,3
14681,71,6,875.15,2
14682,188,6,1514.81,3
14683,588,1,146.56,0
14684,26,6,1430.03,2
14686,414,5,852.53,3
14687,107,3,1402.06,3
14689,209,1,112.8,0
14690,44,4,777.68,1
14691,31,5,2114.33,2
14692,137,12,1715.14,2
14693,265,7,1165.36,3
14694,617,1,244.31,0
14695,519,3,1534.22,3
14696,4,8,2473.28,2
14697,218,2,188.61,0
14698,2,5,1217.27,2
14699,214,4,702.6,3
14700,32,5,3076.06,2
14703,15,1,318.17,1
14704,11,11,1752.92,2
14705,199,1,179.0,0
14706,619,1,367.54,0
14707,436,2,139.2,0
14708,3,5,1793.22,2
14710,14,13,1899.79,2
14711,10,11,2839.62,2
14712,29,4,1328.07,2
14714,24,4,906.24,1
14715,25,8,1825.45,2
14716,43,3,543.28,1
14717,733,1,81.3,0
14718,410,1,226.42,0
14719,2,5,1581.84,2
14720,6,3,663.81,1
14721,379,1,109.07,0
14722,147,3,489.52,3
14723,10,11,1803.06,2
14724,590,1,341.9,0
14725,25,4,1252.74,2
14726,655,1,116.5,0
14727,274,3,463.73,3
14728,413,1,190.58,0
14729,374,3,586.24,3
14730,1,8,1897.57,2
14731,47,3,380.02,1
14734,426,4,1056.42,3
14736,485,2,374.05,0
14737,4,4,3554.17,2
14738,43,9,1821.9,2
14741,12,7,1713.09,2
14742,435,1,579.85,0
14743,593,1,50.48,0
14744,16,14,3660.08,2
14745,113,12,2551.41,2
14746,406,4,593.5,3
14747,249,1,328.2,0
14748,29,10,2681.9,2
14749,480,1,310.15,0
14750,736,1,112.03,0
14751,684,2,126.45,0
14752,44,1,389.64,1
14753,87,2,869.51,3
14754,45,6,1547.93,2
14756,15,3,2653.76,2
14757,75,1,420.5,1
14758,145,7,2864.97,2
14759,5,3,1625.97,1
14760,297,1,89.2,0
14761,59,3,447.92,1
14762,264,2,417.57,0
14764,47,1,278.3,1
14765,29,3,254.11,1
14767,474,1,382.81,0
14768,17,2,192.6,1
14770,232,8,3637.64,2
14771,621,2,594.62,3
14772,112,1,139.26,0
14773,593,1,140.55,0
14774,529,1,241.45,0
14775,58,3,1011.9,1
14776,51,15,3708.3,2
14777,404,1,307.56,0
14778,127,2,730.86,3
14779,281,3,386.15,3
14780,55,2,447.68,1
14782,320,1,200.1,0
14783,659,1,307.3,0
14784,26,3,449.93,1
14785,10,2,77.4,1
14786,550,1,90.96,0
14787,471,1,110.65,0
14788,7,3,1156.32,1
14789,29,1,197.64,1
14790,17,10,2526.62,2
14791,607,1,303.63,0
14792,64,1,6.2,0
14793,21,2,625.9,1
14794,3,10,1953.9,2
14795,166,1,131.45,0
14797,507,1,300.31,0
14798,53,8,724.31,2
14799,51,2,338.15,1
14801,61,1,189.34,0
14802,438,2,1502.98,3
14803,162,3,845.55,3
14804,9,1,353.27,1
14805,15,7,1082.55,2
14806,75,2,303.43,1
14807,391,2,504.14,3
14808,40,8,2718.6,2
14809,621,2,686.76,3
14810,41,13,2354.03,2
14811,387,1,170.5,0
14812,599,1,178.85,0
14813,370,4,888.91,3
14814,581,1,154.21,0
14815,37,2,778.5,1
14816,197,1,271.85,0
14817,200,7,3959.86,2
14818,74,6,1153.56,2
14819,64,4,456.41,1
14820,21,9,1274.76,2
14821,367,7,1230.15,3
14822,485,1,157.7,0
14823,180,3,321.43,3
14826,582,2,385.2,0
14829,29,7,1455.87,2
14830,53,1,188.88,1
14831,680,3,1676.57,3
14832,630,1,322.69,0
14833,499,1,94.8,0
14834,18,7,2206.16,2
14835,529,2,297.0,0
14836,10,3,102.45,1
14837,90,9,3460.32,2
14838,423,2,769.92,3
14839,418,3,915.28,3
14840,268,2,362.71,0
14842,44,4,2824.69,2
14843,437,1,211.8,0
14845,600,1,150.0,0
14846,427,1,437.4,0
14847,149,3,1348.95,3
14848,405,1,310.56,0
14850,312,7,1770.96,3
14851,23,3,829.41,1
14853,24,5,1376.87,2
14856,36,3,1290.53,1
14857,60,7,3651.85,2
14858,506,1,180.75,0
14859,13,5,1705.64,2
14860,19,1,170.32,1
14861,52,10,1380.73,2
14862,26,2,841.2,1
14863,29,1,266.76,1
14865,7,4,92.52,1
14867,186,16,2952.06,2
14869,9,6,2778.14,2
14870,262,6,1838.95,3
14871,3,9,1228.17,2
14872,484,3,816.6,3
14873,210,2,854.13,3
14874,535,1,116.18,0
14875,108,3,2862.4,3
14876,521,2,256.7,0
